-0.0426983 0.0578651
-0.318877 0.0440562
-0.203401 0.0498299
-0.318135 0.0440932
-0.258133 0.0470934
-0.35819 0.0420905
-0.39033 0.0404835
-0.395199 0.04024
-0.151059 0.0524471
-0.0653124 0.0567344
-0.0323707 0.0583815
-0.384 0.0408
-0.241836 0.0479082
-0.342482 0.0428759
-0.301051 0.0449475
-0.352237 0.0423882
-0.319174 0.0440413
-0.0442263 0.0577887
-0.203822 0.0498089
0.0334562 0.0616728
-0.303076 0.0448462
0.0244158 0.0612208
0.141042 0.0670521
-0.14952 0.052524
-0.350906 0.0424547
-0.380491 0.0409754
-0.14763 0.0526185
-0.254253 0.0472874
-0.427658 0.0386171
-0.434568 0.0382716
-0.297704 0.0451148
-0.290782 0.0454609
-0.346475 0.0426762
-0.148005 0.0525998
0.0374653 0.0618733
-0.347564 0.0426218
-0.196594 0.0501703
-0.362544 0.0418728
-0.116583 0.0541708
-0.108716 0.0545642
0.165807 0.0682903
0.0869087 0.0643454
-0.231201 0.04844
-0.179398 0.0510301
-0.203763 0.0498119
-0.103377 0.0548312
0.00779936 0.06039
-0.212912 0.0493544
-0.19992 0.050004
0.0289828 0.0614491
0.0778498 0.0638925
-0.150054 0.0524973
-0.0727422 0.0563629
0.000408228 0.0600204
0.0623477 0.0631174
-0.255979 0.0472011
-0.255161 0.0472419
-0.278452 0.0460774
-0.38326 0.040837
-0.0729083 0.0563546
-0.18902 0.050549
-0.116278 0.0541861
-0.394661 0.0402669
-0.375534 0.0412233
-0.376133 0.0411933
-0.362495 0.0418753
-0.0127656 0.0593617
-0.308939 0.0445531
-0.401106 0.0399447
-0.270034 0.0464983
-0.239136 0.0480432
-0.13228 0.053386
-0.227353 0.0486324
-0.0764297 0.0561785
-0.0754299 0.0562285
-0.257291 0.0471355
-0.265915 0.0467042
-0.054648 0.0572676
-0.260538 0.0469731
-0.388662 0.0405669
-0.264608 0.0467696
-0.242042 0.0478979
-0.276175 0.0461912
-0.0413973 0.0579301
-0.212357 0.0493821
-0.195727 0.0502136
-0.0101481 0.0594926
-0.130764 0.0534618
-0.132187 0.0533906
-0.118599 0.05407
-0.363604 0.0418198
-0.109365 0.0545317
-0.137548 0.0531226
-0.381964 0.0409018
-0.231337 0.0484331
-0.371951 0.0414024
-0.418735 0.0390633
-0.348604 0.0425698
-0.456457 0.0371772
-0.361269 0.0419365
-0.394696 0.0402652
-0.0934483 0.0553276
-0.267862 0.0466069
-0.37519 0.0412405
-0.166329 0.0516835
0.156477 0.0678238
-0.268392 0.0465804
-0.18542 0.050729
-0.428522 0.0385739
-0.530756 0.0334622
-0.20522 0.049739
-0.182989 0.0508506
0.107717 0.0653858
-0.249505 0.0475247
-0.17723 0.0511385
-0.474088 0.0362956
-0.527988 0.0336006
-0.368661 0.041567
-0.333881 0.0433059
-0.17723 0.0511385
-0.545329 0.0327336
-0.43298 0.038351
-0.246673 0.0476664
0.0989744 0.0649487
-0.153485 0.0523258
-0.216797 0.0491602
-0.230992 0.0484504
-0.157026 0.0521487
-0.3503 0.042485
-0.265456 0.0467272
-0.335034 0.0432483
-0.0315968 0.0584202
-0.149366 0.0525317
0.0183775 0.0609189
-0.300598 0.0449701
-0.195486 0.0502257
-0.253772 0.0473114
-0.145997 0.0527001
-0.391536 0.0404232
-0.206883 0.0496558
-0.303821 0.0448089
-0.101791 0.0549104
-0.235251 0.0482375
-0.290159 0.045492
-0.0177464 0.0591127
0.301355 0.0750678
0.372372 0.0786186
-0.28136 0.045932
-0.271366 0.0464317
-0.294252 0.0452874
-0.257267 0.0471366
-0.00481442 0.0597593
-0.248056 0.0475972
-0.359781 0.0420109
-0.321415 0.0439292
-0.289803 0.0455098
-0.367597 0.0416201
-0.274471 0.0462765
-0.449664 0.0375168
-0.369858 0.0415071
-0.35934 0.042033
-0.104368 0.0547816
0.418015 0.0809007
-0.00640915 0.0596795
-0.174779 0.0512611
-0.299435 0.0450283
-0.302788 0.0448606
0.270567 0.0735283
0.112905 0.0656452
0.0590356 0.0629518
-0.145472 0.0527264
-0.148261 0.0525869
-0.370525 0.0414738
-0.105456 0.0547272
-0.309677 0.0445161
-0.585078 0.0307461
-0.415922 0.0392039
-0.160459 0.051977
-0.348659 0.042567
-0.390482 0.0404759
-0.0486938 0.0575653
-0.131042 0.0534479
-0.493862 0.0353069
-0.413573 0.0393213
-0.294525 0.0452738
-0.271932 0.0464034
-0.418148 0.0390926
-0.0530324 0.0573484
-0.279753 0.0460124
-0.416431 0.0391784
-0.386015 0.0406993
-0.225088 0.0487456
-0.398647 0.0400676
-0.36627 0.0416865
-0.194878 0.0502561
-0.0964219 0.0551789
-0.203251 0.0498375
-0.177131 0.0511434
-0.179503 0.0510248
-0.0626731 0.0568663
-0.166856 0.0516572
-0.257619 0.047119
-0.242006 0.0478997
-0.287845 0.0456077
-0.338447 0.0430777
-0.337304 0.0431348
-0.2416 0.04792
-0.292714 0.0453643
-0.496138 0.0351931
-0.256756 0.0471622
-0.469777 0.0365112
-0.260354 0.0469823
-0.0124816 0.0593759
-0.130514 0.0534743
0.00161354 0.0600807
-0.0957124 0.0552144
-0.393436 0.0403282
-0.404263 0.0397869
-0.29145 0.0454275
-0.265553 0.0467224
-0.557858 0.0321071
-0.16746 0.051627
-0.215958 0.0492021
-0.347942 0.0426029
-0.104855 0.0547572
-0.199775 0.0500112
-0.210615 0.0494693
-0.0547869 0.0572607
-0.129395 0.0535303
-0.202483 0.0498758
-0.0241683 0.0587916
0.0464695 0.0623235
-0.0674611 0.0566269
-0.0610983 0.0569451
-0.216938 0.0491531
-0.254965 0.0472517
-0.13764 0.053118
-0.4174 0.03913
-0.277937 0.0461032
-0.187258 0.0506371
-0.210311 0.0494844
-0.335629 0.0432185
-0.325796 0.0437102
-0.377453 0.0411273
-0.464111 0.0367944
-0.457529 0.0371235
-0.305301 0.044735
-0.37162 0.041419
-0.254961 0.047252
-0.0489994 0.05755
-0.0373095 0.0581345
-0.252516 0.0473742
-0.151318 0.0524341
-0.290426 0.0454787
-0.450826 0.0374587
-0.400017 0.0399992
-0.115626 0.0542187
-0.404364 0.0397818
-0.289832 0.0455084
-0.265522 0.0467239
-0.304639 0.0447681
-0.280692 0.0459654
-0.015808 0.0592096
-0.134865 0.0532568
-0.367174 0.0416413
-0.342305 0.0428847
0.147881 0.0673941
-0.371438 0.0414281
-0.436323 0.0381838
-0.402757 0.0398622
-0.363373 0.0418314
-0.395207 0.0402396
-0.271671 0.0464165
-0.158664 0.0520668
-0.403681 0.039816
-0.366464 0.0416768
-0.184877 0.0507562
-0.345091 0.0427455
-0.421955 0.0389023
-0.320574 0.0439713
-0.396667 0.0401666
-0.317898 0.0441051
-0.166852 0.0516574
-0.31725 0.0441375
0.0180856 0.0609043
-0.307612 0.0446194
-0.411287 0.0394357
-0.360829 0.0419586
0.0147095 0.0607355
-0.0161442 0.0591928
