0 15.6277 0 4.64898 0 14.8212 0 5.32794 0
1 15.0867 0.540945 5.14707 0.498096 15.0464 0.225211 5.34875 0.0208155
2 14.7212 0.480769 5.33756 0.344943 15.2503 0.241771 5.46273 0.114609
3 14.5767 0.369393 5.48381 0.2844 15.0055 0.29855 5.47748 0.0823723
4 14.6316 0.291344 5.47219 0.220602 15.0508 0.235641 5.41144 0.0918318
5 14.7118 0.25106 5.57932 0.209568 15.226 0.260267 5.45129 0.0849137
6 14.7332 0.213257 5.50923 0.190479 15.2737 0.225063 5.40361 0.0861594
7 14.7289 0.184736 5.47351 0.168783 15.2828 0.195124 5.44306 0.0844027
8 14.7044 0.164758 5.45799 0.14966 15.3269 0.177656 5.40002 0.0859837
9 14.7669 0.160085 5.44741 0.134277 15.1936 0.207444 5.44461 0.0888949
10 14.7261 0.150434 5.4482 0.121461 15.1276 0.198905 5.41808 0.0846706
11 14.6753 0.146443 5.46494 0.112136 15.085 0.186511 5.43219 0.0785698
12 14.7429 0.150703 5.43309 0.107955 15.0298 0.180226 5.44465 0.0733404
13 14.78 0.144376 5.40772 0.103117 15.0062 0.168513 5.44239 0.0679374
14 14.754 0.136892 5.43134 0.0988587 15.0044 0.156887 5.43112 0.0642434
15 14.8065 0.138393 5.43456 0.0925299 15.0813 0.165661 5.43219 0.0601038
16 14.7925 0.130752 5.45105 0.0884665 15.2018 0.196792 5.39844 0.0657786
17 14.7569 0.128314 5.44503 0.083624 15.2332 0.188179 5.41622 0.064514
18 14.7786 0.123298 5.42875 0.0807583 15.1688 0.189295 5.43708 0.0644924
19 14.7919 0.117724 5.41479 0.0778757 15.1371 0.182347 5.43347 0.0612893
20 14.8009 0.112346 5.4188 0.0741834 15.1309 0.173559 5.4281 0.0585442
21 14.845 0.115834 5.40986 0.0712937 15.154 0.167093 5.43639 0.0564308
22 14.8901 0.119508 5.39033 0.0708675 15.1696 0.160418 5.43865 0.053969
23 14.9041 0.115267 5.40853 0.0702472 15.1515 0.15465 5.42769 0.0528216
24 14.9078 0.110624 5.3882 0.0703781 15.1461 0.148432 5.41779 0.0516226
25 14.9297 0.108526 5.3918 0.0677129 15.1004 0.14975 5.43671 0.0530859
26 14.9235 0.104614 5.41222 0.0682813 15.0839 0.145038 5.44407 0.0516092
27 14.9077 0.102043 5.41475 0.0658459 15.1077 0.141769 5.43117 0.051377
28 14.9192 0.0991311 5.41558 0.0635403 15.142 0.141036 5.44724 0.0521107
29 14.9096 0.0962446 5.41592 0.0613867 15.1174 0.138471 5.44658 0.050348
30 14.916 0.0933041 5.42005 0.059517 15.1228 0.13404 5.43661 0.0497053
31 14.9041 0.0911183 5.42507 0.0578448 15.144 0.131495 5.42975 0.0486137
32 14.9063 0.0883423 5.42739 0.0561126 15.135 0.127761 5.44031 0.0482851
33 14.9542 0.09816 5.42137 0.0547691 15.1386 0.123999 5.43648 0.0469989
34 14.9398 0.0963885 5.42365 0.0532302 15.1328 0.120548 5.44021 0.045788
35 14.9373 0.0937077 5.41708 0.052147 15.1147 0.118537 5.44253 0.0445584
36 14.9397 0.0911726 5.41379 0.0508242 15.1128 0.115304 5.4408 0.0433717
37 14.9244 0.090059 5.42173 0.050102 15.0953 0.113586 5.45202 0.0436789
38 14.9176 0.0879837 5.41939 0.0488569 15.0773 0.112084 5.45497 0.0426467
39 14.8952 0.0886299 5.42614 0.0480964 15.0703 0.109473 5.45963 0.0418273
40 14.8979 0.0864852 5.43464 0.0476729 15.0634 0.106992 5.45884 0.040802
41 14.8927 0.0845652 5.43922 0.0467483 15.052 0.105036 5.45506 0.039998
42 14.8868 0.0827799 5.43679 0.0457125 15.0302 0.104841 5.45426 0.039065
43 14.8858 0.0808833 5.44715 0.0458457 15.0193 0.103011 5.4561 0.0382115
44 14.8798 0.0792939 5.45008 0.0449111 15.0155 0.100769 5.46503 0.0384049
45 14.862 0.0795646 5.45561 0.0442713 15.0194 0.0986314 5.46097 0.0377795
46 14.8592 0.0779048 5.45028 0.0436463 15.0182 0.0965175 5.46006 0.0369781
47 14.8669 0.0766597 5.44298 0.0433461 15.0179 0.0944857 5.46003 0.0361996
48 14.8837 0.0769345 5.44309 0.0424524 15.034 0.0939278 5.45573 0.0357135
49 14.8831 0.0753825 5.44506 0.0416414 15.0362 0.0920555 5.45503 0.0349989
50 14.8935 0.0746151 5.44205 0.0409275 15.0483 0.0910441 5.45145 0.0344924
51 14.8784 0.0747094 5.44608 0.040334 15.0467 0.0892906 5.44976 0.0338648
52 14.8578 0.0761355 5.45644 0.0408998 15.0156 0.0929327 5.45512 0.03365
53 14.8506 0.0750515 5.4599 0.040284 15.0219 0.0914116 5.44924 0.0335407
54 14.8308 0.0762974 5.46471 0.0398367 15.0155 0.0899621 5.45474 0.0333821
55 14.8547 0.0786448 5.45701 0.0398701 15.0349 0.0904491 5.44945 0.0332045
56 14.8485 0.0775057 5.45172 0.03952 15.0178 0.090483 5.45386 0.0329128
57 14.8447 0.0762498 5.45818 0.0393661 15.0293 0.0896532 5.45393 0.0323405
58 14.8384 0.075211 5.45621 0.0387434 15.0105 0.0901123 5.4593 0.0322381
59 14.8352 0.0740184 5.44868 0.0388283 15.0006 0.0891494 5.45587 0.031882
60 14.8464 0.0736509 5.45324 0.0384576 14.9843 0.0891806 5.44955 0.0319846
61 14.8565 0.0731555 5.44569 0.038579 14.9882 0.087818 5.44904 0.0314685
62 14.8551 0.071998 5.45091 0.03832 14.996 0.0867618 5.45496 0.0315253
63 14.8588 0.0709604 5.45183 0.0377276 14.9936 0.0854293 5.4537 0.0310545
64 14.8562 0.0699067 5.45517 0.0372924 14.995 0.0841167 5.45199 0.0306205
65 14.8376 0.0713293 5.46091 0.037169 14.9991 0.0829369 5.45128 0.0301614
66 14.8458 0.0707323 5.46206 0.0366281 14.9786 0.0842225 5.46244 0.0317334
67 14.8446 0.0696943 5.46205 0.0360854 14.9894 0.0836758 5.45843 0.0315196
68 14.8502 0.0689033 5.46702 0.0359039 14.991 0.0824696 5.45539 0.0312078
69 14.8512 0.06792 5.46213 0.0357233 14.9866 0.0814062 5.44409 0.0327656
70 14.8596 0.0674763 5.4591 0.0353466 14.9816 0.0804074 5.44396 0.0323011
71 14.8547 0.0667141 5.46353 0.035132 14.9964 0.0806603 5.44437 0.031852
72 14.8556 0.0657999 5.4638 0.0346485 14.9968 0.0795486 5.44385 0.0314169
73 14.8563 0.0649088 5.46782 0.0344121 14.9895 0.0788067 5.45089 0.0317782
74 14.8532 0.0641136 5.46494 0.0340716 14.9883 0.0777582 5.4515 0.0313576
75 14.8521 0.0632738 5.47049 0.0340757 15.0074 0.0790859 5.44745 0.0312057
76 14.8578 0.0627117 5.46906 0.0336609 15.012 0.0781848 5.44926 0.0308508
77 14.8596 0.0619288 5.46983 0.0332355 15.0133 0.0771865 5.44933 0.0304528
78 14.853 0.0614997 5.47305 0.0329694 14.9948 0.0784075 5.4514 0.0301361
79 14.8628 0.0615118 5.46888 0.0328202 14.9951 0.0774216 5.4567 0.0302244
80 14.8665 0.0608589 5.4686 0.0324137 14.9957 0.0764626 5.45888 0.0299287
81 14.8547 0.0612441 5.46748 0.0320354 14.9841 0.0764104 5.45631 0.0296736
82 14.8563 0.0605209 5.46571 0.0316966 14.9871 0.0755434 5.45352 0.0294457
83 14.8595 0.0598829 5.46675 0.0313344 14.9871 0.0746387 5.45131 0.0291774
84 14.877 0.0617085 5.464 0.0310856 14.982 0.0739344 5.44561 0.029389
85 14.8764 0.0609894 5.4599 0.0309941 14.9836 0.0730872 5.44301 0.0291617
86 14.8764 0.0602843 5.45763 0.0307197 14.9854 0.0722648 5.44295 0.0288246
87 14.8685 0.0601099 5.4615 0.0306137 14.9905 0.0716206 5.44406 0.0285167
88 14.8697 0.0594425 5.45869 0.0303981 14.9918 0.0708247 5.447 0.0283481
89 14.8716 0.0588099 5.45631 0.0301526 14.9853 0.0703378 5.45445 0.0290038
90 14.8739 0.0582039 5.45592 0.0298219 14.966 0.0722037 5.4622 0.0297129
91 14.8703 0.0576818 5.45643 0.0295005 14.9751 0.0719957 5.45938 0.0295236
92 14.866 0.0572157 5.45813 0.0292309 14.976 0.0712227 5.46167 0.0292938
93 14.8686 0.0566638 5.46052 0.0290168 14.987 0.0713286 5.46108 0.0289864
94 14.871 0.0561137 5.46287 0.0288059 14.9869 0.070574 5.4586 0.0287864
95 14.8691 0.0555583 5.46461 0.0285572 14.9755 0.0707542 5.4631 0.0288383
96 14.8714 0.0550308 5.46139 0.0284439 14.977 0.0700362 5.45684 0.0292187
