     15.4764     16.2648
     15.2712     16.3411
     15.2712     16.1507
     15.2712     15.9378
     15.2712     16.1766
     15.2712     16.2086
     15.2712       16.39
     15.2712     16.3283
     15.1955     15.8722
     15.1955     16.0242
     15.1955     16.0242
     15.1955     16.0242
     15.1955     15.8263
     15.2712      15.967
     15.2712      15.967
     15.2712      15.967
     15.1393     15.5979
     15.1393     15.7722
     15.1393     15.7704
     15.1393     15.7759
     15.1393     15.7722
     15.1393     15.7722
     15.1393     15.7722
     15.1393      15.752
     15.1393     15.8274
     14.1127     15.5863
     14.3757     15.8279
     14.3757     15.9015
     14.3757     15.9283
     14.3757      15.797
     13.8763     15.5147
     13.8763     15.5147
     13.8763     15.5418
     13.8763     15.4871
     13.8763     15.4339
     13.8763     15.3591
     13.8763     15.3591
     13.8763     15.0357
     13.8763     15.0357
     13.8763     15.1446
     13.8763     15.1446
     13.8763     14.8706
     13.8763       14.92
     13.8763      15.242
     13.8738     15.2465
     13.8738     14.9903
     13.8738     14.9903
     13.8738     14.6222
      13.935     14.5035
      13.935     14.1807
     14.2129     14.3506
     14.2237     14.4092
     14.2237     14.5102
     14.2237     14.5102
     14.2237     14.5485
     14.2237     14.5233
     14.2237     14.6243
     14.2237     14.7847
     14.2035     14.7053
     14.0429     14.5175
     14.0429     14.4644
     12.7705     14.4751
     12.7705     14.6424
     12.7705     14.5961
     12.7705     14.7744
     14.6071     15.0805
     14.6071       15.11
     14.3025     15.0501
     14.3025     15.0541
     14.3025     15.0951
     14.3025     15.0849
     14.3025     15.0849
     14.4085     15.2274
     14.4085     15.2274
     14.4085     15.2274
     14.4085     15.1171
     14.4085     14.9741
     14.4085     14.7945
     14.4085     14.7146
     14.4085     14.5657
     14.4085     14.6434
     14.4085     14.7743
     14.4085     14.7586
     14.4085     14.7586
     14.4085     14.8126
     14.4085     14.8126
     13.9144     14.6481
     13.9144     14.7746
     13.9144     14.9889
     13.9144     14.9889
     13.9144     14.9889
     13.9144     15.1062
     13.9144     15.0651
     13.6131     14.9982
     13.6131     14.9302
     14.4013     15.2535
     14.4013      15.253
     14.4013     15.2405
     14.4013     15.2124
     14.4013     15.0833
     14.4013     13.4338
     12.8134     13.2074
     12.8134     13.2143
     12.8134     13.3702
     12.8134     13.3145
     12.8134      13.074
     12.8134     12.8134
     12.8134     12.8134
     12.8134     12.9125
     12.7488     12.8239
     12.7488     12.8026
     12.7488     12.8239
     12.2738     12.9537
      12.663     12.9828
      12.663     13.0186
      12.663     13.0186
      12.663     12.7761
      12.677     12.8519
      12.677     12.7314
      12.677     12.7331
      12.677     12.7331
      12.677     12.7468
      12.677     12.7768
      12.677     12.7592
      12.677     12.7541
      12.677     12.7405
      12.677     12.8386
      12.677     12.8622
      12.677     12.8622
     12.1331     12.7344
     12.1331     12.7192
     12.1331     12.7342
     12.1331     12.6549
     12.1331     12.6191
     12.1331     12.6644
     12.1331     12.3892
     12.1331     12.5241
     12.1331     12.6378
     12.1331     12.6378
     12.1331     12.5965
     12.1331     12.4616
     11.4761     12.2292
     11.4761     11.9008
     11.3695     11.7988
      11.401     11.6019
     11.4761     11.5633
     11.4761     11.4761
     11.4761     11.4761
     11.4761     11.4761
     11.4761     11.4761
     11.4761     11.4761
     11.4761     11.4761
     11.4761     11.4761
     11.4761     11.4761
     11.4565     11.4729
     11.4565     11.4736
     11.4565     11.5089
      11.288     11.4431
     10.9777     11.3666
     10.9335     11.3357
     10.5101     11.2651
     10.5101      11.283
     10.5101     10.6896
     10.0735     10.4926
     10.4827     10.5055
     10.4827     10.5055
     10.4827     10.5055
     10.4827     10.5055
     10.3556     10.4797
     10.3556     10.4797
     10.3556     10.4797
     10.3556     10.4843
     10.3556     10.4843
     10.5101     10.6548
     10.5101     10.7954
     9.71764      10.527
     9.71764     10.3949
     9.71764     10.2544
     9.71764     10.5136
     9.71764      10.373
     9.71764     10.1049
     9.71764     10.1049
