           1     1.17146     1.17146           0
           2     1.18704     1.17925  0.00779259
           3     1.19041     1.18297    0.005837
           4     1.17026     1.17979  0.00520856
           5     1.17357     1.17855  0.00422218
           6     1.19611     1.18147  0.00452254
           7     1.16367     1.17893  0.00459104
           8     1.16459     1.17714  0.00436148
           9     1.18708     1.17824  0.00400197
          10     1.19727     1.18014  0.00405389
          11     1.16515     1.17878  0.00391212
          12     1.17273     1.17828  0.00360666
          13     1.18117      1.1785  0.00332512
          14     1.17691     1.17839  0.00308056
          15     1.17388     1.17809  0.00288351
          16      1.1792     1.17816  0.00269817
          17     1.17321     1.17787  0.00255116
          18     1.17207     1.17754  0.00242672
          19     1.18545     1.17796  0.00233287
          20     1.17629     1.17788  0.00221472
