           1    -6.67616    -6.67616           0
           2    -6.69141    -6.68379  0.00762165
           3    -6.69446    -6.68735  0.00565945
           4    -6.67296    -6.68375  0.00537985
           5    -6.67804    -6.68261  0.00432067
           6    -6.70015    -6.68553  0.00458222
           7    -6.66569     -6.6827  0.00479912
           8    -6.66697    -6.68073  0.00459765
           9    -6.69207    -6.68199  0.00424601
          10    -6.70125    -6.68392  0.00425813
          11    -6.66844    -6.68251   0.0041005
          12     -6.6756    -6.68194  0.00378725
          13     -6.6844    -6.68213  0.00348893
          14    -6.68023    -6.68199  0.00323296
          15    -6.67655    -6.68163  0.00303146
          16    -6.68058    -6.68156  0.00283643
          17    -6.67645    -6.68126  0.00268128
          18    -6.67454    -6.68089  0.00255536
          19    -6.68836    -6.68128  0.00244893
          20     -6.6789    -6.68116  0.00232631
