1.05116 -0.292197 -0.405642
1.00564 1.78042 -0.174942
0.315595 -0.944359 -0.860301
0.464385 1.46788 0.614117
0.159175 -0.260915 1.26206
2.85357 -0.837372 -1.10587
0.361586 -0.0406833 -0.381568
0.0348062 1.44553 -1.39715
0.431303 -0.528353 -0.0603397
-1.06617 0.222611 0.298672
0.411341 -0.991745 -1.76576
-1.29226 0.751038 0.257432
0.136168 -1.87885 0.299731
-0.091088 0.362017 0.0936315
-1.10836 0.272873 0.260753
-1.05467 0.796143 3.11192
-1.06073 0.83103 -0.698837
-2.07154 4.48954 -1.85939
0.10007 2.45654 1.23055
0.663791 1.67395 -1.0323
-1.91354 0.0750612 0.808322
-0.113114 -0.16514 -0.246639
-0.612207 2.15664 -0.2254
-1.30827 -1.34472 3.46116e-05
-0.161109 0.63974 0.272516
-0.00878433 0.622874 -0.769192
0.825694 -0.544543 -0.149074
-1.60585 -0.823099 0.211724
-0.04598 0.0659346 0.576489
0.154265 1.07258 0.425221
0.495713 -0.523345 -0.260692
-0.954493 0.146738 -0.220777
1.06898 -0.451779 0.116177
0.70047 0.938603 1.49818
0.637149 0.186949 -0.20038
0.379277 -1.67767 0.587106
2.34342 -0.981429 -2.76816
-0.293617 0.436213 0.351512
-0.311583 -0.140176 0.436107
-0.281552 1.23776 0.000191142
0.444148 0.142046 0.486621
0.0935126 -0.437903 0.156362
0.0998357 -0.726609 0.781581
0.178708 0.281672 0.0105105
-1.51693 1.67429 -0.988313
-0.296846 0.739684 0.231431
0.093824 0.239191 0.00767204
1.80687 0.838009 -0.687638
-1.81145 -1.52546 -0.198161
1.4859 -0.240361 0.168422
-0.749085 0.822133 -0.307005
-0.1564 -0.852282 0.497914
0.271394 -0.400484 0.428375
-0.308396 1.0358 2.02078
-0.383469 1.45128 3.48086
-0.498365 0.766877 0.920724
0.965633 -0.0447013 0.85456
-0.231971 0.633711 0.931271
0.659432 1.11687 1.23151
-1.00915 0.0353593 -1.0584
-0.640974 -0.550484 0.243166
1.18915 -2.34828 -1.53279
0.837149 1.5182 1.11894
-0.509005 1.22989 -1.2277
-0.76293 -0.618858 1.68549
0.165239 -0.974024 -0.809519
0.68984 -1.98865 -0.524431
-1.24174 0.117795 0.706672
0.6827 0.509249 0.370628
0.322676 -0.54506 0.210573
1.53537 -0.21647 1.64057
-1.21271 -0.397558 0.810078
-1.01734 1.34326 0.305955
-0.166354 -0.024997 -0.392304
-0.110419 -0.0312136 0.23961
1.31439 0.726071 0.730399
-1.49011 -1.66175 0.951425
-0.228806 -1.07064 -0.10022
0.128746 1.26697 1.2464
0.100249 -0.823714 -0.372816
0.333241 -2.05919 -0.619918
-0.923659 -0.91006 0.133925
-1.15175 -0.405933 -0.509869
1.94861 0.987702 1.79177
0.735813 -0.243811 -0.254163
0.20851 -1.19767 0.166856
-0.375677 -0.368988 -0.71715
0.407149 1.99255 -0.692995
0.171818 -0.887233 -0.203592
0.942908 0.0425863 -0.0168852
-0.308796 -1.97694 -0.560593
