-0.257662 0.964737 -0.6775
1.19264 0.387056 4.5169
1.84847 -3.51172 4.694
2.4077 3.56163 6.18463
2.28338 1.09758 3.35372
-2.12612 1.62053 8.7638
-1.42647 -0.481685 3.94239
-1.74318 -2.96141 -2.72581
2.95039 1.57261 -3.24994
-0.179403 0.740404 1.65434
2.56741 -5.11332 6.87384
0.205093 9.26851 -7.86112
0.746737 -1.35086 2.4583
-4.66541 3.48078 -8.46704
-1.64427 -0.108187 -1.35542
2.68297 3.83213 -2.02352
-0.109459 1.70511 -0.753153
-4.87067 0.16312 -4.63936
-0.581493 1.57847 2.62519
-1.80729 1.30024 2.23468
-0.26464 -3.4048 -7.34837
2.84682 -0.450285 -8.30657
1.12568 -2.22166 3.86594
7.33519 -0.32788 -1.76423
-2.85737 4.9458 -3.61337
4.7644 0.943595 -7.68097
1.58488 -0.325149 7.04426
0.119117 -0.831972 -2.10376
-2.4632 -2.52894 4.29222
-2.63902 -1.72919 -6.38722
-1.21908 -0.781269 -2.52839
1.93218 2.49216 3.59127
-1.48506 0.0145506 1.78941
0.532154 -2.31311 -4.49236
4.27531 -1.21814 -1.88985
0.623887 -2.00837 2.89082
-1.42844 -5.13955 8.74383
-0.855816 -1.42622 2.50992
-2.09775 -1.83623 -0.984902
-3.68773 3.71701 5.51195
-1.26316 0.0365997 -3.91782
-2.68439 2.29142 4.3276
-1.25228 -0.442143 7.06582
-0.559401 0.216708 -3.68442
-0.148275 0.26729 -1.52394
0.466789 1.29601 -1.60535
0.899392 7.36885 0.742367
-0.0736813 0.00885808 1.80193
3.06459 -0.184023 -3.13733
0.754755 -3.59329 3.55848
0.348513 -3.30446 4.84371
2.65028 1.72011 7.31417
-0.118895 -1.73812 -4.03156
-1.67981 0.532199 -5.07935
2.14395 -3.42808 -2.32034
-0.454708 -1.7579 -2.34776
3.33685 0.910496 3.76027
1.47467 -3.67958 -4.19228
0.515153 -1.78046 5.83768
2.75041 0.489722 6.42398
2.66786 1.08754 1.4619
-0.678649 1.4201 -4.19735
-1.96142 -0.131837 3.65569
2.19301 0.82923 -1.51696
0.000439679 4.54214 3.69877
2.35684 3.3382 5.60451
0.477564 2.88631 6.00403
-0.542621 2.61144 3.34424
3.74616 1.54487 -4.57036
1.05238 -1.36775 -4.13479
-2.49067 -0.817812 3.69447
-2.12903 2.01143 -2.76416
0.826351 4.33721 10.6997
1.17354 0.149728 2.68498
-0.85745 0.925047 1.72034
0.763796 0.444156 3.60524
1.32579 1.86706 -3.79177
-1.15273 1.03298 2.73003
1.65326 -1.4662 -3.45619
-0.956696 -2.54038 1.47311
2.43881 4.72551 3.03577
-3.10655 5.09438 1.29276
-1.86665 -0.264766 -1.58074
3.152 0.0515288 -4.18423
-2.62709 2.87359 1.46543
-0.579208 -1.08671 5.55584
1.11726 -0.429365 -3.64172
4.14899 -1.24768 -4.4096
-0.0135417 -1.62968 2.73789
-3.39087 -1.37902 3.55733
0.342807 0.462544 1.44796
-4.3888 -2.45746 4.84764
3.15473 -0.797535 3.51429
2.51488 3.31704 -0.659845
-1.78306 1.50454 -2.96946
-0.467918 -1.74845 -2.66751
-2.91652 0.210672 2.85311
2.91297 4.94849 4.69002
1.13264 0.226308 -1.46197
0.965475 0.898253 -3.07048
0.610621 -1.94095 2.24907
-1.33024 1.69548 -6.47435
1.15737 0.497135 -3.40738
2.75218 -3.6334 -1.98651
-0.688485 -0.576826 1.41994
-0.400778 1.29338 2.60685
-5.58732 -3.85077 -8.42312
2.8958 0.683498 2.79915
-0.160881 -2.86766 2.76695
-1.79979 -0.444704 1.88333
-2.19236 0.532992 1.43054
-0.574198 1.09045 2.68182
-0.411184 -3.40702 -4.37702
0.826253 -2.24847 1.39353
-0.850265 1.98194 -4.76944
0.995674 -1.2002 -2.37388
-2.25327 -3.58357 -3.04929
2.17428 1.92154 5.91793
