           1     1.40035     1.40035           0
           2     1.40032     1.40033 1.37544e-05
           3      1.4003     1.40032 1.49047e-05
           4     1.40028     1.40031 1.47935e-05
           5     1.40025      1.4003 1.74304e-05
           6     1.40026     1.40029 1.56969e-05
           7     1.40026     1.40029 1.39117e-05
           8     1.40024     1.40028 1.33804e-05
           9     1.40027     1.40028 1.18799e-05
          10     1.40024     1.40028 1.14062e-05
          11     1.40023     1.40027 1.12714e-05
          12     1.40023     1.40027 1.08718e-05
          13     1.40022     1.40026 1.07858e-05
          14     1.40025     1.40026 1.00462e-05
          15     1.40031     1.40027 9.79419e-06
          16     1.40041     1.40028 1.26288e-05
          17     1.40041     1.40028 1.43336e-05
          18     1.40044     1.40029  1.6223e-05
          19     1.40044      1.4003 1.71125e-05
          20     1.40046     1.40031 1.80584e-05
