           1     1.81057     1.81057           0
           2     1.78125     1.79591   0.0146588
           3     1.74692     1.77958   0.0183928
           4      1.7299     1.76716   0.0179841
           5     1.72452     1.75863   0.0163338
           6     1.75498     1.75802   0.0133504
           7     1.77211     1.76004   0.0114613
           8     1.78183     1.76276   0.0102927
           9     1.79308     1.76613  0.00968219
          10     1.80402     1.76992  0.00945285
          11     1.80329     1.77295  0.00907277
          12     1.79438     1.77474   0.0084726
          13      1.8033     1.77694  0.00809745
          14     1.82448     1.78033  0.00823002
          15     1.84516     1.78465  0.00879674
          16     1.85517     1.78906  0.00933453
          17      1.9063     1.79596   0.0111556
          18     1.91446     1.80254   0.0124081
          19     1.89126     1.80721   0.0126316
          20     1.89614     1.81166   0.0127818
