           1     1.73809     1.73809           0
           2     1.74979     1.74394  0.00585085
           3     1.72129     1.73639  0.00827099
           4     1.75914     1.74208  0.00815906
           5     1.62694     1.71905   0.0238798
           6     1.73318     1.72141   0.0196396
           7     1.79151     1.73142   0.0193858
           8     1.79039     1.73879   0.0183356
           9     1.74481     1.73946   0.0161843
          10     1.70171     1.73569     0.01496
          11     1.80172     1.74169   0.0148037
          12     1.70397     1.73855   0.0138746
          13     1.74934     1.73938   0.0127897
          14     1.73203     1.73885   0.0118526
          15     1.77928     1.74155   0.0113586
          16     1.72781     1.74069   0.0106596
          17     1.65923      1.7359   0.0111005
          18     1.71533     1.73475   0.0105279
          19     1.79157     1.73774   0.0103976
          20     1.79272     1.74049   0.0102399
