           1     1.15872     1.15872           0
           2     1.16653     1.16263  0.00390057
           3     1.14753     1.15759  0.00551399
           4     1.17276     1.16138  0.00543937
           5     1.08462     1.14603   0.0159199
           6     1.15546      1.1476   0.0130931
           7     1.19434     1.15428   0.0129239
           8     1.19359     1.15919   0.0122238
           9     1.16321     1.15964   0.0107896
          10     1.13447     1.15712  0.00997331
          11     1.20115     1.16113  0.00986915
          12     1.13598     1.15903   0.0092497
          13     1.16623     1.15958  0.00852648
          14     1.15469     1.15923  0.00790173
          15     1.18619     1.16103  0.00757242
          16     1.15188     1.16046  0.00710643
          17     1.10615     1.15726  0.00740036
          18     1.14355      1.1565   0.0070186
          19     1.19438      1.1585  0.00693175
          20     1.19515     1.16033  0.00682661
