           1    -4.98561    -4.98561           0
           2    -4.99693    -4.99127  0.00566248
           3    -4.97263    -4.98506  0.00702043
           4    -5.01187    -4.99176  0.00834137
           5    -4.87613    -4.96864   0.0240126
           6    -4.98495    -4.97135   0.0197938
           7    -5.04209    -4.98146   0.0195438
           8    -5.04202    -4.98903   0.0185412
           9    -4.99848    -4.99008   0.0163855
          10    -4.95395    -4.98647   0.0150944
          11    -5.05195    -4.99242   0.0148949
          12    -4.95399    -4.98922   0.0139692
          13     -5.0003    -4.99007   0.0128781
          14    -4.97886    -4.98927   0.0119497
          15    -5.02903    -4.99192    0.011436
          16    -4.97692    -4.99098   0.0107384
          17    -4.91051    -4.98625   0.0111424
          18    -4.96524    -4.98508   0.0105698
          19    -5.04124    -4.98804   0.0104258
          20    -5.04357    -4.99081   0.0102732
