           1    -3.34897    -3.34897           0
           2    -3.35036    -3.34967 0.000694023
           3    -3.35044    -3.34992 0.000475869
           4    -3.34962    -3.34985 0.000345263
           5    -3.35057    -3.34999 0.000303508
           6    -3.34802    -3.34966 0.000412149
