           1     1.64098     1.64098           0
           2     1.67134     1.65616   0.0151835
           3     1.68612     1.66615   0.0132873
           4     1.67489     1.66833  0.00964664
           5      1.7012     1.67491  0.00995236
           6     1.72224      1.6828   0.0113257
           7     1.67438     1.68159  0.00964713
           8     1.67621     1.68092  0.00838167
           9     1.62922     1.67518  0.00936147
          10     1.69347     1.67701  0.00857075
          11     1.66038      1.6755  0.00789855
          12     1.63758     1.67234  0.00787208
          13     1.63689     1.66961   0.0077375
          14     1.58441     1.66352  0.00939944
          15     1.71554     1.66699  0.00941259
          16     1.64101     1.66537  0.00895313
          17     1.67312     1.66582  0.00842234
          18     1.57851     1.66097  0.00930501
          19     1.69757      1.6629  0.00900991
          20     1.65669     1.66259  0.00855319
